user_id,video_id,rating
3752a773-dfa2-469f-b639-c3f02337739e,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
ef5b54e2-c447-4a71-a9a1-6e6051917e56,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
03a12f40-8abd-4620-a815-2fcccf8dc090,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
c0049763-a6a3-4a81-a836-92b4f412d39a,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
f35b208b-baa9-45c5-b06d-26cef090dcfd,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
5490ab92-14eb-40b8-9657-d5cf79f35834,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
3398be8b-6529-497f-807f-9c9c284ae82a,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
5cf7fe1b-ef14-4bbd-a115-92129a9bf3e2,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
c4122729-6e52-4949-82d9-73ca0ef8f3bb,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
eb29211e-4951-40ea-b9ab-687b4132819d,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
3a1c6b9f-4315-4c2e-a741-7d580e149491,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
8c11ece9-5c7b-4072-abcf-dec2eb2d54f3,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
f8fbdda6-f4ca-4179-9a6f-f4afe6875db7,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
edc7eb4a-6119-443b-b408-e35c2e52a20e,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
436aef8d-44f3-4dff-b7f3-ed3e8682f7b5,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
f472a416-ac8e-4be2-88fc-9251d37d84e7,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
32ac6d4e-f191-4f61-89d0-c674c5274e34,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
78746e9c-e8a0-420c-883b-0fe78fe4e8ba,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
b3067f82-2220-495d-9dc5-afc6985e3013,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
f697eba1-4e4b-4a6e-bb7c-9491901cb308,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
43f45865-997d-4698-ac33-13506e7becb3,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
62bca3c3-b271-40fd-ac1f-5dfc54e1d933,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
b8d26a9a-af81-4cec-abf9-1bac3101c8d0,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
9e5fc39d-c931-4de2-a63c-65472a9ac6d4,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
d2a038af-b12f-4224-a019-3ffdd3de5fef,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
787a99e5-511b-436c-8922-d5f290fc50a0,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
4d8b26f7-c2fb-4c98-a845-75e81bde4b23,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
64137f81-f48d-4eb7-bb60-68b37e42383d,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
a85fbfb7-899c-409c-ac40-d61f37dce5cc,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
7cd671b3-6a57-4679-b480-a83363d18a08,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
497f4190-ba2e-4ba6-aeb5-81f6a7ced0a7,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
b2011925-bb4d-4c85-9b72-b656a0d799a3,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
e0179ee8-e84c-450a-b2e4-e06b91f592c6,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
f9d9d531-6b95-4d67-bcf9-0f7c458ad397,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
9368cfec-6d03-4149-97b8-12845f1f50c4,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
143b3133-41ee-4049-8589-3eb27f60dd27,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
9a2a77e2-a508-4496-a166-ebe1bcc1cf30,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
874a065f-09d4-45c9-a812-e664676190d6,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
6febbae7-ae0a-48a0-a5d9-aae2f9840c43,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
6aaedfb0-32be-4123-9f80-e7193824c273,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
92a50d66-e549-4515-9f19-5c6b8658e132,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
7932018e-c753-470a-870b-8252b1c3d1e8,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
90537d48-a68e-4f0b-a26e-e000215a3c2a,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
d321b076-21fb-4c3d-92c6-23c80e2afd7b,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
c2027b1d-600c-4499-9c70-edc54b8a0de8,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
f78f453d-776c-4546-a340-2ec63dca09c9,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
57fa999d-7b5d-4211-beef-2eef725850cb,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
e807965f-8ddb-4f8a-9520-f42692c344c1,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
a7c1ae08-fa88-4c21-8c99-bdb049402bf9,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
ee1a6e4c-966d-4fbe-b40f-9315c28534a6,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
31832a15-8c54-4893-a3f1-3cea353d6976,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
1240f815-5fdc-458a-b60f-ef8287d86e71,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
1177f9df-ac34-48db-81c5-87b026363422,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
67a4aaa4-3725-4d64-979b-cd29f956ccf0,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
26ae6169-f0d7-4ea7-a15e-1834b0e74c7c,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
a4b39f19-caee-417c-91a2-1dd8d0f9f44f,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
10eba45b-faa2-400a-8264-eabe4a92c460,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
3d457461-c3da-4fb1-8857-bcbe1455b78c,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
7b9c1c94-6ca7-4052-afa1-de6291dbc8c4,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
9c7baa0d-0dba-4bf1-98c4-8c7ab5522864,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
8f63dc0a-2ff3-42e3-ae7c-04de48d98c11,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
efa0f2d6-5ee6-419a-95f4-d68d47658040,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
2df2f7f8-591d-4279-8c5d-90596235737c,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
0fff51e4-46db-48bc-a0f2-cdb50166216c,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
2233fa7f-f457-4c63-a4d1-78d77797034f,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
6aee49f1-27d0-41b2-afa9-a6e0eda8cc66,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
c6e7d37d-bc95-45dc-a771-0a18de9b8feb,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
2f45b3e3-7d37-464f-b718-d733d42cec43,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
cafcc0c7-3559-49c7-a296-0aede61412c7,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
f2ca643c-1b05-4832-b24a-d46512cd5cc9,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
9612d76e-3313-416d-b42d-b14865d81f9e,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
bce3c92a-7747-4562-9cb7-f26e282abd0f,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
037f411a-fc54-44cd-bcce-6e911e07c391,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
0d98c81d-04c7-484e-b66a-82d67e30722a,016952ce-b0ad-45c1-bdfd-4454af1681d9,5
fc786081-9a95-4102-b7aa-efb0cbfdc9fe,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
5889c981-e440-467c-8247-c6d555795904,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
4cdaff4d-07d2-4816-bbb4-b0f5998f5643,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
bb29d452-c417-428c-943b-85710c4c544d,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
7a79bc64-9801-4a2b-935f-02c008858220,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
acbc6f6a-bc5c-4955-9fa7-42883fa8448e,016952ce-b0ad-45c1-bdfd-4454af1681d9,0
